"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Kenai Moose Pens","966	","Alaska","SNOTEL","Kenai Peninsula","300","60.727","-150.47517","190203021601	",,"1-26-2024, 11:42 AM EST"
"Kendall R.S.","555	","Wyoming","SNOTEL","Sublette","7740","43.2493","-110.01662","140401010302	",,"1-26-2024, 11:42 AM EST"
"Kilfoil Creek","1145	","Utah","SNOTEL","Morgan","7220","41.24764","-111.41249","160201010603	",,"1-26-2024, 11:42 AM EST"
"Kiln","556	","Colorado","SNOTEL","Pitkin","9624","39.3172","-106.61501","140100040504	",,"1-26-2024, 11:42 AM EST"
"Kimberly Mine","557	","Utah","SNOTEL","Piute","9101","38.48383","-112.39273","160300030104	",,"1-26-2024, 11:42 AM EST"
"Kinaskan Lake","4D11P	","British Columbia","Cooperator Snow Sensors","	","3346","57.56667","-130.25","	",,"1-26-2024, 11:42 AM EST"
"King Mountain","558	","Oregon","SNOTEL","Jackson","4340","42.72395","-123.20037","171003020701	",,"1-26-2024, 11:42 AM EST"
"Kings Cabin","559	","Utah","SNOTEL","Uintah","8728","40.71632","-109.54401","140600100303	",,"1-26-2024, 11:42 AM EST"
"Kirwin","560	","Wyoming","SNOTEL","Park","9550","43.86067","-109.32163","100800090101	",,"1-26-2024, 11:42 AM EST"
"Klondike Narrows","1115	","Utah","SNOTEL","Cache","7250","41.96769","-111.59713","160102030302	",,"1-26-2024, 11:42 AM EST"
"Kolob","561	","Utah","SNOTEL","Iron","9263","37.52664","-113.05386","150100080102	",,"1-26-2024, 11:42 AM EST"
"Kostal Lake","1E10P	","British Columbia","Cooperator Snow Sensors","	","5774","52.2","-120.01667","	",,"1-26-2024, 11:42 AM EST"
"Kraft Creek","562	","Montana","SNOTEL","Missoula","4750","47.42749","-113.77515","170102110104	",,"1-26-2024, 11:42 AM EST"
"Kwadacha River","4A27P	","British Columbia","Cooperator Snow Sensors","	","5561","57.61667","-125.06667","	",,"1-26-2024, 11:42 AM EST"
"Lake Creek R.S.","563	","Oregon","SNOTEL","Grant","5240","44.21007","-118.63752","170501160102	",,"1-26-2024, 11:42 AM EST"
"Lake Eldora","564	","Colorado","SNOTEL","Boulder","9728","39.93659","-105.59031","101900050402	",,"1-26-2024, 11:42 AM EST"
"Lake Irene","565	","Colorado","SNOTEL","Grand","10682","40.41446","-105.81941","140100010302	",,"1-26-2024, 11:42 AM EST"
"Lakefork #1","566	","Utah","SNOTEL","Duchesne","10128","40.59709","-110.43316","140600030705	",,"1-26-2024, 11:42 AM EST"
"Lakefork #3","1116	","Utah","SNOTEL","Duchesne","8464","40.5502","-110.3529","140600030705	",,"1-26-2024, 11:42 AM EST"
"Lakefork Basin","513	","Utah","SNOTEL","Duchesne","10885","40.73785","-110.62121","140600030601	",,"1-26-2024, 11:42 AM EST"
"Lakeview Ridge","568	","Montana","SNOTEL","Beaverhead","7400","44.58907","-111.82498","100200010105	",,"1-26-2024, 11:42 AM EST"
"Lamance Creek","569	","Nevada","SNOTEL","Humboldt","6395","41.51542","-117.63197","160401090603	",,"1-26-2024, 11:42 AM EST"
"Lamoille #3","570	","Nevada","SNOTEL","Elko","8051","40.6448","-115.3812","160401010607	",,"1-26-2024, 11:42 AM EST"
"Lamoille Upper","1310	","Nevada","SNOTEL","Elko","8993","40.59965","-115.37902","160401010607	",,"1-26-2024, 11:42 AM EST"
"Laprele Creek","571	","Wyoming","SNOTEL","Converse","8390","42.43566","-105.86051","101800071201	",,"1-26-2024, 11:42 AM EST"
"Larsen Creek","1134	","Wyoming","SNOTEL","Sublette","9000","42.5801","-109.0883","101800060101	",,"1-26-2024, 11:42 AM EST"
"Lasal Mountain","572	","Utah","SNOTEL","San Juan","9578","38.48226","-109.27198","140300050404	",,"1-26-2024, 11:42 AM EST"
"Lasal Mountain-Lower","1215	","Utah","SNOTEL","San Juan","8783","38.48167","-109.29164","140300050404	",,"1-26-2024, 11:42 AM EST"
"Laurel Draw","573	","Nevada","SNOTEL","Elko","6682","41.77637","-116.02957","170501040202	",,"1-26-2024, 11:42 AM EST"
"Leavitt Lake","574	","California","SNOTEL","Mono","9604","38.27594","-119.61281","160503020104	",,"1-26-2024, 11:42 AM EST"
"Leavitt Meadows","575	","California","SNOTEL","Mono","7198","38.30367","-119.55111","160503020104	",,"1-26-2024, 11:42 AM EST"
"Lee Canyon","1112	","Nevada","SNOTEL","Clark","8626","36.30537","-115.67508","150100150206	",,"1-26-2024, 11:42 AM EST"
"Lemhi Ridge","576	","Montana","SNOTEL","Beaverhead","8100","44.9938","-113.44399","100200011106	",,"1-26-2024, 11:42 AM EST"
"Lewis Lake Divide","577	","Wyoming","SNOTEL","Teton","7850","44.20862","-110.66628","170401010104	",,"1-26-2024, 11:42 AM EST"
"Lewis Peak","1006	","Nevada","SNOTEL","Lander","7370","40.3572","-116.8647","160401070903	",,"1-26-2024, 11:42 AM EST"
"Lick Creek","578	","Montana","SNOTEL","Gallatin","6860","45.5041","-110.96625","100200081001	",,"1-26-2024, 11:42 AM EST"
"Lightning Ridge","1056	","Utah","SNOTEL","Weber","8215","41.35891","-111.48749","160201020201	",,"1-26-2024, 11:42 AM EST"
"Lily Lake","579	","Utah","SNOTEL","Summit","9133","40.86493","-110.79813","160101010103	",,"1-26-2024, 11:42 AM EST"
"Lily Pond","580	","Colorado","SNOTEL","Conejos","11069","37.38028","-106.54823","130100020302	",,"1-26-2024, 11:42 AM EST"
"Little Bear","582	","Utah","SNOTEL","Cache","6548","41.40562","-111.82607","160102030103	",,"1-26-2024, 11:42 AM EST"
"Little Chena Ridge","947	","Alaska","SNOTEL","Fairbanks North Star","2000","65.12422","-146.7339","190803060706	",,"1-26-2024, 11:42 AM EST"
"Little Goose","1131	","Wyoming","SNOTEL","Johnson","8870","44.54315","-107.17865","100901010105	",,"1-26-2024, 11:42 AM EST"
"Little Grassy","583	","Utah","SNOTEL","Washington","6065","37.48631","-113.84582","160300061302	",,"1-26-2024, 11:42 AM EST"
"Little Meadows","584	","Oregon","SNOTEL","Linn","4020","44.61297","-122.22565","170900060301	",,"1-26-2024, 11:42 AM EST"
"Little Snake River","1047	","Wyoming","SNOTEL","Carbon","8928","41.07051","-106.94284","140500030103	",,"1-26-2024, 11:42 AM EST"
"Little Valley","1242	","Nevada","SNOTEL","Washoe","6493","39.25259","-119.8771","160501020301	",,"1-26-2024, 11:42 AM EST"
"Little Warm","585	","Wyoming","SNOTEL","Fremont","9370","43.50278","-109.752","100800010212	",,"1-26-2024, 11:42 AM EST"
"Lizard Head Pass","586	","Colorado","SNOTEL","Dolores","10193","37.79895","-107.92475","140300020201	",,"1-26-2024, 11:42 AM EST"
"Lobdell Lake","587	","California","SNOTEL","Mono","9249","38.43745","-119.36572","160503020201	",,"1-26-2024, 11:42 AM EST"
"Lolo Pass","588	","Idaho","SNOTEL","Idaho","5240","46.63448","-114.58072","170102051401	",,"1-26-2024, 11:42 AM EST"
"Lone Cone","589	","Colorado","SNOTEL","San Miguel","9755","37.89169","-108.19636","140300030302	",,"1-26-2024, 11:42 AM EST"
"Lone Mountain","590	","Montana","SNOTEL","Madison","8880","45.27412","-111.42692","100200080201	",,"1-26-2024, 11:42 AM EST"
"Lone Pine","591	","Washington","SNOTEL","Skamania","3930","46.27143","-121.96288","170800020203	",,"1-26-2024, 11:42 AM EST"
"Lonesome Beaver","1261	","Utah","SNOTEL","Garfield","9410","38.07","-110.77241","140700010301	",,"1-26-2024, 11:42 AM EST"
"Long Draw Resv","1123	","Colorado","SNOTEL","Larimer","10008","40.51154","-105.7654","101900070203	",,"1-26-2024, 11:42 AM EST"
"Long Flat","592	","Utah","SNOTEL","Washington","7982","37.51255","-113.39661","160300061403	",,"1-26-2024, 11:42 AM EST"
"Long Lake","1001	","Alaska","SNOTEL","Juneau","850","58.186","-133.83217","190102060505	",,"1-26-2024, 11:42 AM EST"
"Long Valley","1016	","Idaho","SNOTEL","Valley","4890","44.78835","-116.08878","170501230206	",,"1-26-2024, 11:42 AM EST"
"Long Valley Jct","593	","Utah","SNOTEL","Kane","7465","37.48756","-112.51458","150100080201	",,"1-26-2024, 11:42 AM EST"
"Lookout","594	","Idaho","SNOTEL","Shoshone","5190","47.45749","-115.70457","170103020101	",,"1-26-2024, 11:42 AM EST"
"Lookout Mountain","595	","New Mexico","SNOTEL","Sierra","8509","33.36089","-107.83203","150400010402	",,"1-26-2024, 11:42 AM EST"
"Lookout Peak","596	","Utah","SNOTEL","Salt Lake","8161","40.83731","-111.70965","160202040302	",,"1-26-2024, 11:42 AM EST"
"Loomis Park","597	","Wyoming","SNOTEL","Sublette","8240","43.17387","-110.14007","140401010201	",,"1-26-2024, 11:42 AM EST"
"Lost Creek Resv","1118	","Utah","SNOTEL","Morgan","6082","41.22155","-111.35947","160201010603	",,"1-26-2024, 11:42 AM EST"
"Lost Dog","940	","Colorado","SNOTEL","Routt","9327","40.81557","-106.74833","140500010203	",,"1-26-2024, 11:42 AM EST"
"Lost Horse","599	","Washington","SNOTEL","Yakima","5120","46.3575","-121.08095","170300030302	",,"1-26-2024, 11:42 AM EST"
"Lost Lake","600	","Idaho","SNOTEL","Shoshone","6110","47.0809","-115.9604","170603080101	",,"1-26-2024, 11:42 AM EST"
"Lost-Wood Divide","601	","Idaho","SNOTEL","Blaine","7900","43.82432","-114.26402","170402190304	",,"1-26-2024, 11:42 AM EST"
"Louis Meadow","972	","Utah","SNOTEL","Salt Lake","6700","40.83033","-111.76457","160202040304	",,"1-26-2024, 11:42 AM EST"
"Loveland Basin","602	","Colorado","SNOTEL","Clear Creek","11427","39.67428","-105.90264","101900040102	",,"1-26-2024, 11:42 AM EST"
"Lower Twin","603	","Montana","SNOTEL","Madison","7900","45.50871","-111.92288","100200071101	",,"1-26-2024, 11:42 AM EST"
"Lu Lake","4B15P	","British Columbia","Cooperator Snow Sensors","	","4291","54.18333","-126.3","	",,"1-26-2024, 11:42 AM EST"
"Lubrecht Flume","604	","Montana","SNOTEL","Missoula","4680","46.88293","-113.32228","170102031204	",,"1-26-2024, 11:42 AM EST"
"Lucky Strike","605	","Oregon","SNOTEL","Umatilla","4970","45.27478","-118.8479","170701030606	",,"1-26-2024, 11:42 AM EST"
"Lyman Lake","606	","Washington","SNOTEL","Chelan","5980","48.19798","-120.91678","170200090203	",,"1-26-2024, 11:42 AM EST"
"Lynn Lake","1069	","Washington","SNOTEL","King","3900","47.20172","-121.77972","171100130203	",,"1-26-2024, 11:42 AM EST"
"Lynx Pass","607	","Colorado","SNOTEL","Routt","8919","40.07832","-106.67095","140100011001	",,"1-26-2024, 11:42 AM EST"
"MF Nooksack","1011	","Washington","SNOTEL","Whatcom","4970","48.82453","-121.92951","171100040303	",,"1-26-2024, 11:42 AM EST"
"Madison Butte","608	","Oregon","SNOTEL","Morrow","5150","45.10513","-119.49585","170702041101	",,"1-26-2024, 11:42 AM EST"
"Madison Plateau","609	","Montana","SNOTEL","Gallatin","7750","44.58623","-111.11627","100200070204	",,"1-26-2024, 11:42 AM EST"
"Magic Mountain","610	","Idaho","SNOTEL","Twin Falls","6880","42.18072","-114.28662","170402120601	",,"1-26-2024, 11:42 AM EST"
"Mammoth-Cottonwood","612	","Utah","SNOTEL","Sanpete","8709","39.68338","-111.31818","160300040203	",,"1-26-2024, 11:42 AM EST"
"Mancos","905	","Colorado","SNOTEL","Montezuma","10044","37.43109","-108.17005","140801070102	",,"1-26-2024, 11:42 AM EST"
"Many Glacier","613	","Montana","SNOTEL","Glacier","4900","48.79698","-113.6705","090400010201	",,"1-26-2024, 11:42 AM EST"
"Marion Forks","614	","Oregon","SNOTEL","Linn","2590","44.59397","-121.97365","170900050205	",,"1-26-2024, 11:42 AM EST"
"Marlette Lake","615	","Nevada","SNOTEL","Carson City","7884","39.16395","-119.89672","160501010201	",,"1-26-2024, 11:42 AM EST"
"Marquette","616	","Wyoming","SNOTEL","Park","8760","44.3016","-109.24019","100800130303	",,"1-26-2024, 11:42 AM EST"
"Marten Ridge","999	","Washington","SNOTEL","Whatcom","3520","48.76292","-121.69823","171100051004	",,"1-26-2024, 11:42 AM EST"
"Maverick Fork","617	","Arizona","SNOTEL","Apache","9220","33.92123","-109.45872","150601010104	",,"1-26-2024, 11:42 AM EST"
"May Creek","1096	","Alaska","SNOTEL","Valdez-Cordova","1610","61.34783","-142.70967","190201031603	",,"1-26-2024, 11:42 AM EST"
"Mc Clure Pass","618	","Colorado","SNOTEL","Gunnison","8774","39.12899","-107.28834","140200040203	",,"1-26-2024, 11:42 AM EST"
"McBride Upper","1A02P	","British Columbia","Cooperator Snow Sensors","	","5276","53.3","-120.31667","	",,"1-26-2024, 11:42 AM EST"
"McGrath","785	","Alaska","SNOTEL","Yukon-Koyukuk","340","62.94652","-155.6102","190304050502	",,"1-26-2024, 11:42 AM EST"
"Mccoy Park","1040	","Colorado","SNOTEL","Eagle","9516","39.60231","-106.544","140100030302	",,"1-26-2024, 11:42 AM EST"
"Mckenzie","619	","Oregon","SNOTEL","Lane","4770","44.2103","-121.87292","170900040207	",,"1-26-2024, 11:42 AM EST"
"Mcknight Cabin","1048	","New Mexico","SNOTEL","Grant","9242","33.00796","-107.86982","130302020103	",,"1-26-2024, 11:42 AM EST"
"Mcneil Canyon","1003	","Alaska","SNOTEL","Kenai Peninsula","1320","59.74433","-151.25133","190203010806	",,"1-26-2024, 11:42 AM EST"
"Meadow Lake","620	","Idaho","SNOTEL","Lemhi","9150","44.43655","-113.31815","170602040101	",,"1-26-2024, 11:42 AM EST"
"Meadows Pass","897	","Washington","SNOTEL","King","3230","47.28312","-121.47197","171100120101	",,"1-26-2024, 11:42 AM EST"
"Med Bow","1196	","Wyoming","SNOTEL","Carbon","10512","41.37833","-106.34697","101800040302	",,"1-26-2024, 11:42 AM EST"
"Medano Pass","914	","Colorado","SNOTEL","Saguache","9668","37.85192","-105.43666","130100030604	",,"1-26-2024, 11:42 AM EST"
"Merchant Valley","621	","Utah","SNOTEL","Beaver","8705","38.30285","-112.43637","160300070201	",,"1-26-2024, 11:42 AM EST"
"Merritt Mountain","1207	","Nevada","SNOTEL","Elko","6915","41.8927","-115.858","170501020601	",,"1-26-2024, 11:42 AM EST"
"Mesa Lakes","622	","Colorado","SNOTEL","Mesa","10168","39.05738","-108.05756","140100051307	",,"1-26-2024, 11:42 AM EST"
"Mica Creek","623	","Idaho","SNOTEL","Shoshone","4510","47.15045","-116.26643","170103040604	",,"1-26-2024, 11:42 AM EST"
"Michigan Creek","937	","Colorado","SNOTEL","Park","10702","39.43579","-105.91072","101900010404	",,"1-26-2024, 11:42 AM EST"
"Middle Creek","624	","Colorado","SNOTEL","Mineral","11269","37.61779","-107.03932","130100010501	",,"1-26-2024, 11:42 AM EST"
"Middle Fork Camp","1014	","Colorado","SNOTEL","Grand","8969","39.79565","-106.02802","140100010402	",,"1-26-2024, 11:42 AM EST"
"Middle Powder","625	","Wyoming","SNOTEL","Washakie","7760","43.62728","-107.18138","100800080205	",,"1-26-2024, 11:42 AM EST"
"Midway Valley","626	","Utah","SNOTEL","Iron","9827","37.56933","-112.83849","160300010101	",,"1-26-2024, 11:42 AM EST"
"Milk Shakes","1079	","Oregon","SNOTEL","Wallowa","5580","45.9821","-117.94883","170701020201	",,"1-26-2024, 11:42 AM EST"
"Mill Creek Summit","627	","Idaho","SNOTEL","Custer","8800","44.47212","-114.48992","170602010501	",,"1-26-2024, 11:42 AM EST"
"Mill-D North","628	","Utah","SNOTEL","Salt Lake","8963","40.65883","-111.63683","160202040201	",,"1-26-2024, 11:42 AM EST"
"Miller Woods","1084	","Oregon","SNOTEL","Yamhill","420","45.24755","-123.27563","170900080606	",,"1-26-2024, 11:42 AM EST"
"Mineral Creek","629	","Colorado","SNOTEL","San Juan","10046","37.84737","-107.72657","140801040103	",,"1-26-2024, 11:42 AM EST"
"Mining Fork","631	","Utah","SNOTEL","Tooele","8295","40.49384","-112.61141","160203040503	",,"1-26-2024, 11:42 AM EST"
"Mission Creek","2F05P	","British Columbia","Cooperator Snow Sensors","	","5886","49.93333","-118.93333","170200060703	",,"1-26-2024, 11:42 AM EST"
"Molas Lake","632	","Colorado","SNOTEL","San Juan","10631","37.74929","-107.68933","140801040302	",,"1-26-2024, 11:42 AM EST"
"Monahan Flat","1094	","Alaska","SNOTEL","Matanuska-Susitna","2710","63.30533","-147.64633","190205010304	",,"1-26-2024, 11:42 AM EST"
"Monitor Pass","633	","California","SNOTEL","Alpine","8306","38.6683","-119.6087","160502010201	",,"1-26-2024, 11:42 AM EST"
"Monte Cristo","634	","Utah","SNOTEL","Cache","8932","41.46547","-111.49688","160102030201	",,"1-26-2024, 11:42 AM EST"
"Monument Creek","949	","Alaska","SNOTEL","Fairbanks North Star","1850","65.07833","-145.87067","190803060402	",,"1-26-2024, 11:42 AM EST"
"Monument Peak","635	","Montana","SNOTEL","Park","8850","45.21759","-110.237","100700020902	",,"1-26-2024, 11:42 AM EST"
"Moon Pass","1124	","Colorado","SNOTEL","Saguache","11128","37.96627","-106.55857","130100040201	",,"1-26-2024, 11:42 AM EST"
"Moonshine","636	","Idaho","SNOTEL","Lemhi","7440","44.4147","-113.39812","170402170201	",,"1-26-2024, 11:42 AM EST"
"Moose Creek","638	","Idaho","SNOTEL","Lemhi","6200","45.67008","-113.95315","170602030601	",,"1-26-2024, 11:42 AM EST"
"Moraine","1035	","Alaska","SNOTEL","Anchorage","2100","61.37727","-148.99917","190204010103	",,"1-26-2024, 11:42 AM EST"
"Mores Creek Summit","637	","Idaho","SNOTEL","Boise","6100","43.932","-115.66588","170501110503	",,"1-26-2024, 11:42 AM EST"
"Morgan Creek","639	","Idaho","SNOTEL","Lemhi","7600","44.84237","-114.26871","170602030901	",,"1-26-2024, 11:42 AM EST"
"Mormon Mountain","640	","Arizona","SNOTEL","Coconino","7500","34.94141","-111.51864","150200150201	",,"1-26-2024, 11:42 AM EST"
"Mormon Mtn Summit","1125	","Arizona","SNOTEL","Coconino","8462","34.96942","-111.50868","150200150202	",,"1-26-2024, 11:42 AM EST"
"Morse Lake","642	","Washington","SNOTEL","Yakima","5410","46.90585","-121.4827","170300020106	",,"1-26-2024, 11:42 AM EST"
"Mosby Mtn.","643	","Utah","SNOTEL","Uintah","9553","40.60798","-109.8881","140600100702	",,"1-26-2024, 11:42 AM EST"
"Moscow Mountain","989	","Idaho","SNOTEL","Latah","4700","46.805","-116.8535","170603061002	",,"1-26-2024, 11:42 AM EST"
"Moses Mtn","644	","Washington","SNOTEL","Okanogan","5010","48.36163","-119.08159","170200061903	",,"1-26-2024, 11:42 AM EST"
"Mosley Creek Upper","3A24P	","British Columbia","Cooperator Snow Sensors","	","5430","51.76667","-124.61667","	",,"1-26-2024, 11:42 AM EST"
"Mosquito Ridge","645	","Idaho","SNOTEL","Shoshone","5260","48.05726","-116.23055","170103010101	",,"1-26-2024, 11:42 AM EST"
"Moss Peak","646	","Montana","SNOTEL","Lake","6780","47.68493","-113.9623","170102080404	",,"1-26-2024, 11:42 AM EST"
"Moss Springs","647	","Oregon","SNOTEL","Union","5760","45.27173","-117.68747","170601040702	",,"1-26-2024, 11:42 AM EST"
"Mount Cook","1E02P	","British Columbia","Cooperator Snow Sensors","	","5164","52.16667","-119.31667","	",,"1-26-2024, 11:42 AM EST"
"Mount Crag","648	","Washington","SNOTEL","Jefferson","3960","47.7637","-123.026","171100180601	",,"1-26-2024, 11:42 AM EST"
"Mount Gardner","898	","Washington","SNOTEL","King","2920","47.35768","-121.56812","171100120103	",,"1-26-2024, 11:42 AM EST"
"Mount Lockhart","649	","Montana","SNOTEL","Teton","6400","47.91727","-112.8238","100302050102	",,"1-26-2024, 11:42 AM EST"
"Mountain Meadows","650	","Idaho","SNOTEL","Idaho","6320","45.69694","-115.22972","170603020301	",,"1-26-2024, 11:42 AM EST"
"Mowich","941	","Washington","SNOTEL","Pierce","3160","46.92833","-121.95232","171100140105	",,"1-26-2024, 11:42 AM EST"
"Moyie Mountain","2C10P	","British Columbia","Cooperator Snow Sensors","	","6037","49.25","-115.76667","170101050304	",,"1-26-2024, 11:42 AM EST"
"Mt Baldy","1224	","Utah","SNOTEL","Sanpete","9524","39.13648","-111.50527","160300040402	",,"1-26-2024, 11:42 AM EST"
"Mt Hood Test Site","651	","Oregon","SNOTEL","Clackamas","5370","45.32097","-121.7158","170800010302	",,"1-26-2024, 11:42 AM EST"
"Mt Pennell","1269	","Utah","SNOTEL","Garfield","9209","37.97793","-110.7933","140700010502	",,"1-26-2024, 11:42 AM EST"
"Mt Rose Ski Area","652	","Nevada","SNOTEL","Washoe","8801","39.31573","-119.89473","160501020304	",,"1-26-2024, 11:42 AM EST"
"Mt. Alyeska","1103	","Alaska","SNOTEL","Anchorage","1540","60.95983","-149.08617","190203020702	",,"1-26-2024, 11:42 AM EST"
"Mt. Eyak","1073	","Alaska","SNOTEL","Valdez-Cordova","1405","60.55","-145.745","190202010200	",,"1-26-2024, 11:42 AM EST"
"Mt. Howard","653	","Oregon","SNOTEL","Wallowa","7910","45.26522","-117.17373","170601050102	",,"1-26-2024, 11:42 AM EST"
"Mt. Ryan","948	","Alaska","SNOTEL","Fairbanks North Star","2800","65.25113","-146.15133","190803060404	",,"1-26-2024, 11:42 AM EST"
"Mt. Tebo","1126	","Washington","SNOTEL","Mason","3384","47.46061","-123.41219","171100170101	",,"1-26-2024, 11:42 AM EST"
"Muckamuck","1259	","Washington","SNOTEL","Okanogan","4470","48.58526","-119.86624","170200062001	",,"1-26-2024, 11:42 AM EST"
"Mud Flat","654	","Idaho","SNOTEL","Owyhee","5730","42.6004","-116.55925","170501041401	",,"1-26-2024, 11:42 AM EST"
"Mud Ridge","655	","Oregon","SNOTEL","Clackamas","4070","45.25362","-121.73673","170800010302	",,"1-26-2024, 11:42 AM EST"
"Mule Creek","656	","Montana","SNOTEL","Beaverhead","8300","45.40957","-112.95927","100200041303	",,"1-26-2024, 11:42 AM EST"
"Munson Ridge","950	","Alaska","SNOTEL","Fairbanks North Star","3100","64.85033","-146.20945","190803060602	",,"1-26-2024, 11:42 AM EST"
"Myrtle Creek","1053	","Idaho","SNOTEL","Boundary","3520","48.72263","-116.46312","170101040701	",,"1-26-2024, 11:42 AM EST"
"N Fk Elk Creek","657	","Montana","SNOTEL","Powell","6250","46.8716","-113.27725","170102031204	",,"1-26-2024, 11:42 AM EST"
"Nast Lake","658	","Colorado","SNOTEL","Pitkin","8731","39.29695","-106.60786","140100040504	",,"1-26-2024, 11:42 AM EST"
"Navajo Whiskey Ck","1138	","New Mexico","SNOTEL","San Juan","9064","36.17716","-108.94556","140802040206	",,"1-26-2024, 11:42 AM EST"
"Nevada Ridge","903	","Montana","SNOTEL","Lewis And Clark","7020","46.84234","-112.50787","170102030302	",,"1-26-2024, 11:42 AM EST"
"Never Summer","1031	","Colorado","SNOTEL","Jackson","10323","40.40392","-105.95567","101800010401	",,"1-26-2024, 11:42 AM EST"
"New Crescent Lake","660	","Oregon","SNOTEL","Klamath","4910","43.51185","-121.97982","170703020205	",,"1-26-2024, 11:42 AM EST"
"New Fork Lake","661	","Wyoming","SNOTEL","Sublette","8340","43.11265","-109.94947","140401020201	",,"1-26-2024, 11:42 AM EST"
"Nez Perce Camp","662	","Montana","SNOTEL","Ravalli","5650","45.73107","-114.48075","170102050204	",,"1-26-2024, 11:42 AM EST"
"Niwot","663	","Colorado","SNOTEL","Boulder","9979","40.03581","-105.5452","101900050401	",,"1-26-2024, 11:42 AM EST"
"Noisy Basin","664	","Montana","SNOTEL","Flathead","6040","48.15678","-113.94637","170102080208	",,"1-26-2024, 11:42 AM EST"
"North Costilla","665	","New Mexico","SNOTEL","Taos","10598","36.99396","-105.25988","130201010101	",,"1-26-2024, 11:42 AM EST"
"North Fork","666	","Oregon","SNOTEL","Multnomah","3060","45.5505","-122.00283","170800010503	",,"1-26-2024, 11:42 AM EST"
"North Fork Jocko","667	","Montana","SNOTEL","Missoula","6330","47.2726","-113.75617","170102120702	",,"1-26-2024, 11:42 AM EST"
"North French Creek","668	","Wyoming","SNOTEL","Carbon","10153","41.33087","-106.37558","101800020502	",,"1-26-2024, 11:42 AM EST"
"North Lost Trail","669	","Colorado","SNOTEL","Gunnison","9219","39.07818","-107.14388","140100040703	",,"1-26-2024, 11:42 AM EST"
"North Rapid Creek","920	","South Dakota","SNOTEL","Lawrence","6130","44.20617","-103.78758","101201100101	",,"1-26-2024, 11:42 AM EST"
"Northeast Entrance","670	","Montana","SNOTEL","Yellowstone National Park","7350","45.00565","-110.01406","100700010602	",,"1-26-2024, 11:42 AM EST"
"Nostetuko River","3A22P	","British Columbia","Cooperator Snow Sensors","	","4780","51.23333","-124.45","	",,"1-26-2024, 11:42 AM EST"
"Nutrioso","1127	","Arizona","SNOTEL","Apache","8571","33.89791","-109.15465","150400040301	",,"1-26-2024, 11:42 AM EST"
"ONeil Creek","1272	","Nevada","SNOTEL","Elko","6520","41.8642","-115.08316","170402130106	",,"1-26-2024, 11:42 AM EST"
"Oak Creek","1146	","Utah","SNOTEL","Millard","7850","39.3485","-112.192","160300051503	",,"1-26-2024, 11:42 AM EST"
"Ochoco Meadows","671	","Oregon","SNOTEL","Crook","5430","44.42917","-120.3311","170703050201	",,"1-26-2024, 11:42 AM EST"
"Olallie Meadows","672	","Washington","SNOTEL","King","4030","47.37406","-121.44213","171100100301	",,"1-26-2024, 11:42 AM EST"
"Old Battle","673	","Wyoming","SNOTEL","Carbon","9860","41.15426","-106.96926","101800020901	",,"1-26-2024, 11:42 AM EST"
"Onion Park","1008	","Montana","SNOTEL","Meagher","7410","46.91348","-110.8536","100301030801	",,"1-26-2024, 11:42 AM EST"
"Overland Res.","675	","Colorado","SNOTEL","Delta","9893","39.09035","-107.63583","140200040101	",,"1-26-2024, 11:42 AM EST"
"Owl Creek","676	","Wyoming","SNOTEL","Hot Springs","8975","43.65868","-109.00988","100800070103	",,"1-26-2024, 11:42 AM EST"
"Oxford Spring","677	","Idaho","SNOTEL","Oneida","6740","42.26015","-112.12515","160102040206	",,"1-26-2024, 11:42 AM EST"
"Oyama Lake","2F19P	","British Columbia","Cooperator Snow Sensors","	","4462","50.11633","-119.279","170200060303	",,"1-26-2024, 11:42 AM EST"
"Palisades Tahoe","784	","California","SNOTEL","Placer","8013","39.18986","-120.26576","160501020202	",,"1-26-2024, 11:42 AM EST"
"Palo","1170	","New Mexico","SNOTEL","Taos","9343","36.40869","-105.33038","130201010601	",,"1-26-2024, 11:42 AM EST"
"Panguitch Lake RS","1148	","Utah","SNOTEL","Garfield","8350","37.70463","-112.65037","160300010402	",,"1-26-2024, 11:42 AM EST"
"Paradise","679	","Washington","SNOTEL","Pierce","5130","46.78265","-121.74765","171100150104	",,"1-26-2024, 11:42 AM EST"
"Paradise Hill","1301	","Alaska","SNOTEL","Southeast Fairbanks","2010","62.83329","-141.40918","190803010807	",,"1-26-2024, 11:42 AM EST"
"Park Cone","680	","Colorado","SNOTEL","Gunnison","9621","38.81982","-106.58962","140200010107	",,"1-26-2024, 11:42 AM EST"
"Park Creek Ridge","681	","Washington","SNOTEL","Chelan","4600","48.44488","-120.91551","170200090106	",,"1-26-2024, 11:42 AM EST"
"Park Mountain","1F03P	","British Columbia","Cooperator Snow Sensors","	","6093","50.43333","-118.61667","	",,"1-26-2024, 11:42 AM EST"
"Park Reservoir","682	","Colorado","SNOTEL","Delta","9987","39.04433","-107.87951","140200050111	",,"1-26-2024, 11:42 AM EST"
"Parker Peak","683	","Wyoming","SNOTEL","Park","9400","44.73396","-109.91484","100700010502	",,"1-26-2024, 11:42 AM EST"
"Parleys Summit","684	","Utah","SNOTEL","Summit","7585","40.76184","-111.62917","160201020103	",,"1-26-2024, 11:42 AM EST"
